,x,y,shape
1401,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/57.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (57).jpg,"(800, 800, 3)"
1402,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/77.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (77).jpg,"(800, 800, 3)"
1403,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/60.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (60).jpg,"(800, 800, 3)"
1404,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/246.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (246).jpg,"(800, 800, 3)"
1405,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/94.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (94).jpg,"(800, 800, 3)"
1406,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/247.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (247).jpg,"(800, 800, 3)"
1407,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/225.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (225).jpg,"(800, 800, 3)"
1408,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/93.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (93).jpg,"(800, 800, 3)"
1409,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/141.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (141).jpg,"(800, 800, 3)"
1410,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/207.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (207).jpg,"(800, 800, 3)"
1411,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/210.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (210).jpg,"(800, 800, 3)"
1412,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/223.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (223).jpg,"(800, 800, 3)"
1413,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/18.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (18).jpg,"(800, 800, 3)"
1414,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/70.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (70).jpg,"(800, 800, 3)"
1415,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/240.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (240).jpg,"(800, 800, 3)"
1416,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/122.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (122).jpg,"(800, 800, 3)"
1417,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/117.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (117).jpg,"(800, 800, 3)"
1418,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/86.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (86).jpg,"(800, 800, 3)"
1419,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/8.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (8).jpg,"(800, 800, 3)"
1420,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/183.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (183).jpg,"(800, 800, 3)"
1421,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/202.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (202).jpg,"(800, 800, 3)"
1422,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/150.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (150).jpg,"(800, 800, 3)"
1423,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/3.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (3).jpg,"(800, 800, 3)"
1424,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/14.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (14).jpg,"(800, 800, 3)"
1425,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/68.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (68).jpg,"(800, 800, 3)"
1426,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/72.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (72).jpg,"(800, 800, 3)"
1427,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/171.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (171).jpg,"(800, 800, 3)"
1428,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/17.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (17).jpg,"(800, 800, 3)"
1429,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/184.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (184).jpg,"(800, 800, 3)"
1430,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/235.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (235).jpg,"(800, 800, 3)"
1431,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/66.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (66).jpg,"(800, 800, 3)"
1432,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/90.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (90).jpg,"(800, 800, 3)"
1433,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/151.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (151).jpg,"(800, 800, 3)"
1434,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/139.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (139).jpg,"(800, 800, 3)"
1435,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/173.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (173).jpg,"(800, 800, 3)"
1436,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/124.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (124).jpg,"(800, 800, 3)"
1437,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/231.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (231).jpg,"(800, 800, 3)"
1438,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/179.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (179).jpg,"(800, 800, 3)"
1439,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/228.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (228).jpg,"(800, 800, 3)"
1440,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/51.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (51).jpg,"(800, 800, 3)"
1441,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/20.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (20).jpg,"(800, 800, 3)"
1442,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/170.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (170).jpg,"(800, 800, 3)"
1443,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/105.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (105).jpg,"(800, 800, 3)"
1444,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/189.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (189).jpg,"(800, 800, 3)"
1445,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/152.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (152).jpg,"(800, 800, 3)"
1446,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/222.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (222).jpg,"(800, 800, 3)"
1447,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/63.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (63).jpg,"(800, 800, 3)"
1448,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/56.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (56).jpg,"(800, 800, 3)"
1449,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/119.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (119).jpg,"(800, 800, 3)"
1450,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/160.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (160).jpg,"(800, 800, 3)"
1451,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/167.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (167).jpg,"(800, 800, 3)"
1452,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/213.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (213).jpg,"(800, 800, 3)"
1453,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/245.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (245).jpg,"(800, 800, 3)"
1454,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/166.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (166).jpg,"(800, 800, 3)"
1455,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/10.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (10).jpg,"(800, 800, 3)"
1456,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/226.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (226).jpg,"(800, 800, 3)"
1457,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/177.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (177).jpg,"(800, 800, 3)"
1458,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/73.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (73).jpg,"(800, 800, 3)"
1459,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/214.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (214).jpg,"(800, 800, 3)"
1460,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/229.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (229).jpg,"(800, 800, 3)"
1461,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/195.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (195).jpg,"(800, 800, 3)"
1462,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/50.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (50).jpg,"(800, 800, 3)"
1463,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/4.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (4).jpg,"(800, 800, 3)"
1464,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/106.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (106).jpg,"(800, 800, 3)"
1465,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/236.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (236).jpg,"(800, 800, 3)"
1466,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/132.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (132).jpg,"(800, 800, 3)"
1467,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/147.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (147).jpg,"(800, 800, 3)"
1468,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/175.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (175).jpg,"(800, 800, 3)"
1469,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/127.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (127).jpg,"(800, 800, 3)"
1470,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/221.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (221).jpg,"(800, 800, 3)"
1471,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/98.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (98).jpg,"(800, 800, 3)"
1472,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/11.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (11).jpg,"(800, 800, 3)"
1473,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/23.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (23).jpg,"(800, 800, 3)"
1474,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/196.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (196).jpg,"(800, 800, 3)"
1475,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/1.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (1).jpg,"(800, 800, 3)"
1476,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/38.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (38).jpg,"(800, 800, 3)"
1477,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/148.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (148).jpg,"(800, 800, 3)"
1478,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/71.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (71).jpg,"(800, 800, 3)"
1479,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/181.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (181).jpg,"(800, 800, 3)"
1480,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/55.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (55).jpg,"(800, 800, 3)"
1481,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/156.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (156).jpg,"(800, 800, 3)"
1482,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/115.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (115).jpg,"(800, 800, 3)"
1483,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/163.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (163).jpg,"(800, 800, 3)"
1484,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/37.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (37).jpg,"(800, 800, 3)"
1485,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/43.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (43).jpg,"(800, 800, 3)"
1486,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/250.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (250).jpg,"(800, 800, 3)"
1487,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/188.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (188).jpg,"(800, 800, 3)"
1488,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/133.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (133).jpg,"(800, 800, 3)"
1489,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/165.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (165).jpg,"(800, 800, 3)"
1490,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/185.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (185).jpg,"(800, 800, 3)"
1491,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/224.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (224).jpg,"(800, 800, 3)"
1492,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/178.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (178).jpg,"(800, 800, 3)"
1493,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/206.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (206).jpg,"(800, 800, 3)"
1494,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/205.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (205).jpg,"(800, 800, 3)"
1495,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/76.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (76).jpg,"(800, 800, 3)"
1496,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/53.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (53).jpg,"(800, 800, 3)"
1497,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/42.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (42).jpg,"(800, 800, 3)"
1498,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/227.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (227).jpg,"(800, 800, 3)"
1499,/home/patrick/Git/OAM/AutoEncoder/Train/Input/4/45.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/4/a (45).jpg,"(800, 800, 3)"
1500,/home/patrick/Git/OAM/AutoEncoder/Train/Input/9/219.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/9/a (219).jpg,"(800, 800, 3)"
1501,/home/patrick/Git/OAM/AutoEncoder/Train/Input/9/15.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/9/a (15).jpg,"(800, 800, 3)"
1502,/home/patrick/Git/OAM/AutoEncoder/Train/Input/9/130.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/9/a (130).jpg,"(800, 800, 3)"
1503,/home/patrick/Git/OAM/AutoEncoder/Train/Input/9/113.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/9/a (113).jpg,"(800, 800, 3)"
1504,/home/patrick/Git/OAM/AutoEncoder/Train/Input/9/199.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/9/a (199).jpg,"(800, 800, 3)"
1505,/home/patrick/Git/OAM/AutoEncoder/Train/Input/9/238.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/9/a (238).jpg,"(800, 800, 3)"
1506,/home/patrick/Git/OAM/AutoEncoder/Train/Input/9/153.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/9/a (153).jpg,"(800, 800, 3)"
1507,/home/patrick/Git/OAM/AutoEncoder/Train/Input/9/100.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/9/a (100).jpg,"(800, 800, 3)"
1508,/home/patrick/Git/OAM/AutoEncoder/Train/Input/9/243.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/9/a (243).jpg,"(800, 800, 3)"
1509,/home/patrick/Git/OAM/AutoEncoder/Train/Input/9/200.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/9/a (200).jpg,"(800, 800, 3)"
1510,/home/patrick/Git/OAM/AutoEncoder/Train/Input/9/84.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/9/a (84).jpg,"(800, 800, 3)"
1511,/home/patrick/Git/OAM/AutoEncoder/Train/Input/9/89.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/9/a (89).jpg,"(800, 800, 3)"
1512,/home/patrick/Git/OAM/AutoEncoder/Train/Input/9/234.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/9/a (234).jpg,"(800, 800, 3)"
1513,/home/patrick/Git/OAM/AutoEncoder/Train/Input/9/19.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/9/a (19).jpg,"(800, 800, 3)"
1514,/home/patrick/Git/OAM/AutoEncoder/Train/Input/9/128.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/9/a (128).jpg,"(800, 800, 3)"
1515,/home/patrick/Git/OAM/AutoEncoder/Train/Input/9/144.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/9/a (144).jpg,"(800, 800, 3)"
1516,/home/patrick/Git/OAM/AutoEncoder/Train/Input/9/26.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/9/a (26).jpg,"(800, 800, 3)"
1517,/home/patrick/Git/OAM/AutoEncoder/Train/Input/9/96.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/9/a (96).jpg,"(800, 800, 3)"
1518,/home/patrick/Git/OAM/AutoEncoder/Train/Input/9/21.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/9/a (21).jpg,"(800, 800, 3)"
1519,/home/patrick/Git/OAM/AutoEncoder/Train/Input/9/120.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/9/a (120).jpg,"(800, 800, 3)"
1520,/home/patrick/Git/OAM/AutoEncoder/Train/Input/9/22.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/9/a (22).jpg,"(800, 800, 3)"
1521,/home/patrick/Git/OAM/AutoEncoder/Train/Input/9/16.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/9/a (16).jpg,"(800, 800, 3)"
1522,/home/patrick/Git/OAM/AutoEncoder/Train/Input/9/116.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/9/a (116).jpg,"(800, 800, 3)"
1523,/home/patrick/Git/OAM/AutoEncoder/Train/Input/9/25.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/9/a (25).jpg,"(800, 800, 3)"
1524,/home/patrick/Git/OAM/AutoEncoder/Train/Input/9/146.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/9/a (146).jpg,"(800, 800, 3)"
1525,/home/patrick/Git/OAM/AutoEncoder/Train/Input/9/47.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/9/a (47).jpg,"(800, 800, 3)"
1526,/home/patrick/Git/OAM/AutoEncoder/Train/Input/9/180.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/9/a (180).jpg,"(800, 800, 3)"
1527,/home/patrick/Git/OAM/AutoEncoder/Train/Input/9/249.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/9/a (249).jpg,"(800, 800, 3)"
1528,/home/patrick/Git/OAM/AutoEncoder/Train/Input/9/40.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/9/a (40).jpg,"(800, 800, 3)"
1529,/home/patrick/Git/OAM/AutoEncoder/Train/Input/9/110.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/9/a (110).jpg,"(800, 800, 3)"
1530,/home/patrick/Git/OAM/AutoEncoder/Train/Input/9/103.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/9/a (103).jpg,"(800, 800, 3)"
1531,/home/patrick/Git/OAM/AutoEncoder/Train/Input/9/30.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/9/a (30).jpg,"(800, 800, 3)"
1532,/home/patrick/Git/OAM/AutoEncoder/Train/Input/9/80.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/9/a (80).jpg,"(800, 800, 3)"
1533,/home/patrick/Git/OAM/AutoEncoder/Train/Input/9/220.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/9/a (220).jpg,"(800, 800, 3)"
1534,/home/patrick/Git/OAM/AutoEncoder/Train/Input/9/79.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/9/a (79).jpg,"(800, 800, 3)"
1535,/home/patrick/Git/OAM/AutoEncoder/Train/Input/9/143.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/9/a (143).jpg,"(800, 800, 3)"
1536,/home/patrick/Git/OAM/AutoEncoder/Train/Input/9/118.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/9/a (118).jpg,"(800, 800, 3)"
1537,/home/patrick/Git/OAM/AutoEncoder/Train/Input/9/102.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/9/a (102).jpg,"(800, 800, 3)"
1538,/home/patrick/Git/OAM/AutoEncoder/Train/Input/9/203.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/9/a (203).jpg,"(800, 800, 3)"
1539,/home/patrick/Git/OAM/AutoEncoder/Train/Input/9/111.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/9/a (111).jpg,"(800, 800, 3)"
1540,/home/patrick/Git/OAM/AutoEncoder/Train/Input/9/230.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/9/a (230).jpg,"(800, 800, 3)"
1541,/home/patrick/Git/OAM/AutoEncoder/Train/Input/9/193.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/9/a (193).jpg,"(800, 800, 3)"
1542,/home/patrick/Git/OAM/AutoEncoder/Train/Input/9/32.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/9/a (32).jpg,"(800, 800, 3)"
1543,/home/patrick/Git/OAM/AutoEncoder/Train/Input/9/125.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/9/a (125).jpg,"(800, 800, 3)"
1544,/home/patrick/Git/OAM/AutoEncoder/Train/Input/9/136.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/9/a (136).jpg,"(800, 800, 3)"
1545,/home/patrick/Git/OAM/AutoEncoder/Train/Input/9/211.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/9/a (211).jpg,"(800, 800, 3)"
1546,/home/patrick/Git/OAM/AutoEncoder/Train/Input/9/44.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/9/a (44).jpg,"(800, 800, 3)"
1547,/home/patrick/Git/OAM/AutoEncoder/Train/Input/9/78.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/9/a (78).jpg,"(800, 800, 3)"
1548,/home/patrick/Git/OAM/AutoEncoder/Train/Input/9/34.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/9/a (34).jpg,"(800, 800, 3)"
1549,/home/patrick/Git/OAM/AutoEncoder/Train/Input/9/5.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/9/a (5).jpg,"(800, 800, 3)"
1550,/home/patrick/Git/OAM/AutoEncoder/Train/Input/9/190.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/9/a (190).jpg,"(800, 800, 3)"
1551,/home/patrick/Git/OAM/AutoEncoder/Train/Input/9/12.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/9/a (12).jpg,"(800, 800, 3)"
1552,/home/patrick/Git/OAM/AutoEncoder/Train/Input/9/107.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/9/a (107).jpg,"(800, 800, 3)"
1553,/home/patrick/Git/OAM/AutoEncoder/Train/Input/9/198.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/9/a (198).jpg,"(800, 800, 3)"
1554,/home/patrick/Git/OAM/AutoEncoder/Train/Input/9/142.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/9/a (142).jpg,"(800, 800, 3)"
1555,/home/patrick/Git/OAM/AutoEncoder/Train/Input/9/212.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/9/a (212).jpg,"(800, 800, 3)"
1556,/home/patrick/Git/OAM/AutoEncoder/Train/Input/9/216.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/9/a (216).jpg,"(800, 800, 3)"
1557,/home/patrick/Git/OAM/AutoEncoder/Train/Input/9/134.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/9/a (134).jpg,"(800, 800, 3)"
